App_Running,Screen_On_Time_min,CPU_Usage_%,Battery_Temperature_C,Battery_Drop_Per_Hour,Network_Type,Brightness_Level_%,RAM_Usage_MB,Charging_State,Usage_Mode,Intensity,Total_Battery_Drain,High_Temperature
WhatsApp,54.25163322735633,33.480126256551564,45.525806904862094,6.937628149228045,5G,88,2648.931469108152,Charging,Video Streaming,88.68656003069356,6.272960963661713,1
TikTok,61.27421322612261,3.612001913762661,28.950939014710443,9.32483457654215,5G,24,2966.564429627628,Charging,Social Media,10.71523639711523,9.522865035689408,0
Instagram,110.43433924379076,12.42046908487485,38.7723784988535,15.320264766527917,4G,12,1815.308300585204,Not Charging,Gaming,22.546980626935227,28.198055275523977,1
Spotify,100.51388547515931,41.27972031225359,34.79378146680473,9.450837417490996,5G,53,2176.878443163629,Not Charging,Navigation,89.86093328756863,15.832339830434007,0
Facebook,73.70673295018737,33.996635876079104,35.01073141063271,15.777576302642514,4G,91,1746.9910686331268,Not Charging,Gaming,59.39181923908273,19.381893385667944,1
Facebook,108.34058679647625,56.81984718243833,30.93712108844596,13.045849053443758,WiFi,42,3000.848115000666,Not Charging,Social Media,170.50773131204596,23.556582361805848,0
Chrome,53.442571120840654,24.00096974293735,40.09671633624343,9.771241210349196,4G,57,2619.2962512017243,Not Charging,Music,62.86565007288181,8.703337555382934,1
Maps,50.042915356321046,30.35748856994308,38.26420767160579,10.423229109846623,WiFi,32,1895.594527780739,Charging,Video Streaming,57.54548921035044,8.693479534726603,1
PUBG,101.58991648116476,21.732453904099703,39.16818698401846,12.017524158343097,5G,81,2334.92673783954,Charging,Social Media,50.74368769954769,20.347654592607586,1
Maps,94.49108073306616,27.19108733479321,35.84622702409482,10.89908942979299,5G,33,2230.185641346995,Not Charging,Gaming,60.641172546667946,17.16444565379129,1
PUBG,68.49341496041693,6.621441481195642,33.37552592679887,15.651248768664749,5G,76,1672.040794989813,Charging,Gaming,11.071320278196886,17.866791276014485,0
Maps,51.61347765754674,29.214730039242024,34.66719225727772,10.14360335237958,4G,15,2758.09973732896,Not Charging,Social Media,80.57713924736991,8.725777416584329,0
Spotify,116.4932968759485,34.22196704345147,37.1673282502782,9.134845368938894,WiFi,51,2246.1852561717747,Charging,Browsing,76.86887781019706,17.735804224661365,1
Instagram,36.99743622630454,32.95503736301474,24.972119135401297,16.551258407664307,WiFi,49,1882.4079273954417,Not Charging,Browsing,62.034823579751915,10.20590212337745,0
Instagram,65.039351616411,67.24329895599215,39.36466433787729,9.889354179636046,WiFi,22,1661.7343587766954,Charging,Social Media,111.74050027266524,10.719953062476208,1
TikTok,85.71441318794743,62.50226865765472,47.130964073415335,9.298141898674954,WiFi,54,2712.757816584036,Not Charging,Browsing,169.55351785528822,13.28307960971985,1
Camera,125.05412021078614,23.73650793558372,37.40167523476738,1.0,WiFi,93,2360.884819658331,Charging,Social Media,56.03916125681911,2.0842353368464357,1
Instagram,89.57750530183051,4.340949580211063,33.59536687896113,6.802483156980353,4G,53,1783.2078615371902,Not Charging,Music,7.740815417968934,10.155824517667005,0
Instagram,92.00761632533246,33.51199470602665,34.193823726603654,7.806862606683945,WiFi,26,1901.298802493171,Charging,Social Media,63.71631540372595,11.971513657006021,0
WhatsApp,65.76540749629682,40.64765207255931,38.537711754670845,9.299347037460128,5G,49,2203.3120369461367,Charging,Navigation,89.55946108506852,10.192922456134097,1
WhatsApp,94.21200563186495,22.09273889925747,33.708556683424405,8.389303916855685,WiFi,65,2238.286232731881,Not Charging,Video Streaming,49.44987332154808,13.172885797703907,0
TikTok,82.63273302197717,22.83536549111416,39.343376356695885,16.915250743394758,5G,97,2315.232652166824,Not Charging,Video Streaming,52.86918380919101,23.295889977978998,1
Camera,40.28838648956105,58.73832453968798,34.12929641434878,8.12426177774459,4G,25,1138.4859267200702,Not Charging,Navigation,66.87275584755092,5.455223307402372,0
Chrome,99.82337133732769,31.13672643282044,43.570917333121685,8.496868148807119,4G,75,2272.247491154632,Not Charging,Gaming,70.75034851974435,14.136433740378086,1
WhatsApp,104.25983474617128,44.93375278543608,43.432980680110944,12.77827098549866,5G,65,1468.5095554347158,Not Charging,Gaming,65.98564532695416,22.204340354831423,1
Chrome,100.08412622052909,21.04541453218332,33.34915166029529,6.491590600356595,WiFi,80,3051.4025177506965,Not Charging,Gaming,64.21803089061127,10.828419550301495,0
YouTube,80.83319814164506,34.145893119128104,34.594880816306,19.81996077423388,4G,40,2825.7557958621583,Not Charging,Gaming,96.48795538626602,26.701846940388,0
WhatsApp,56.09557792125882,29.95492469548231,34.8881556906083,16.010783955814063,4G,28,2894.0382491535465,Not Charging,Music,86.69069781923996,14.968902982896806,0
Spotify,22.27040671787836,24.86940141795068,34.9551683711813,6.159565239460759,4G,36,724.6638466997697,Charging,Navigation,18.021956096652847,2.286267051468282,0
Camera,83.92634013503627,52.32950617282539,30.26285477469662,17.068335429334187,WiFi,95,2020.490901127708,Charging,Video Streaming,105.73129108269993,23.874715413019857,0
TikTok,107.04855149352124,14.166844855504788,29.56369657862824,18.108540697599768,5G,63,2153.1955228883785,Charging,Navigation,30.503986916327168,32.30821752232556,0
YouTube,104.88831172707702,39.50085238266934,41.24878785773978,6.289426315406932,5G,94,2544.9978873858217,Charging,Video Streaming,100.52958586383268,10.99478846591473,1
Camera,100.4018210848462,29.67317516764252,40.448935071020834,6.174166921205878,WiFi,79,2740.524736702459,Not Charging,Gaming,81.32007056342945,10.331626709514804,1
Spotify,78.14472553626523,41.22236723053811,40.36260357088636,8.94793427050933,4G,86,2970.775384241437,Charging,Music,122.46239384864349,11.65389779475822,1
Camera,107.18660435078742,29.87635051672464,34.65310816529836,4.9239744012754585,WiFi,9,810.096901128453,Charging,Social Media,24.202738970626086,8.7964015997153,0
Spotify,103.10404559639755,48.00789592878409,44.46005884994848,8.098557327886136,WiFi,20,1719.219711072386,Not Charging,Social Media,82.53612096787737,13.916567066656862,1
Spotify,69.43416098196104,20.904461026217724,34.887655116627165,9.999377076406285,5G,15,2234.6793029126943,Charging,Browsing,46.714766393833806,11.571639294042082,0
Chrome,96.91495041539618,52.36329787512968,39.31438086949871,14.520761806882405,WiFi,39,2697.6994290720068,Not Charging,Gaming,141.26043878206477,23.454648508463116,1
Maps,66.6010213647677,34.56795957988368,28.05688992732508,12.40612751575125,WiFi,79,2681.087029915634,Charging,Gaming,92.67970808027403,13.771012728843024,0
YouTube,93.50060579042304,15.072462064773148,33.851323342510746,11.259892467326528,4G,46,2484.9414955025804,Charging,Navigation,37.4541864241433,17.546779447167527,0
Camera,47.522083892473326,45.20323183854235,34.220894722130915,9.584133525375435,4G,91,1817.7634949207995,Not Charging,Music,82.16878468854391,7.590966623825959,0
PUBG,49.44470478317696,32.01725384723523,34.67256230989192,5.460221250183116,5G,85,1894.1195860284656,Not Charging,Music,60.64450760289349,4.499650462768893,0
YouTube,106.45517617359768,9.382431107906836,28.37250516002157,14.958588633909937,4G,14,1822.3307178067184,Charging,Navigation,17.09789241564395,26.54031980552097,0
Maps,103.43900305511912,39.98702125638305,38.51940463912129,14.84687078411856,WiFi,86,1611.3678818411818,Charging,Music,64.43380174303627,25.595758539956638,1
YouTube,95.84028851439578,50.0989357291655,40.14305155651689,8.915757045041426,WiFi,12,1602.965115422759,Charging,Music,80.30684629365915,14.241478792017118,1
Instagram,82.19922052632076,54.23203610540196,31.280703054385423,6.494224294377885,WiFi,30,1545.5840531791594,Not Charging,Social Media,83.82017017594568,8.897002915349294,0
PUBG,20.21813922439629,29.324721761003502,29.263292418393355,19.780522187635416,5G,7,2401.5700822236727,Not Charging,Music,70.4253744507595,6.6654225253478785,0
Maps,78.12810154483776,37.17977082988607,31.155291875530388,13.23365225543466,4G,63,2274.5982904527705,Not Charging,Gaming,84.56904316908464,17.232002120361173,0
Chrome,91.35457917974595,35.758045141893675,37.47749334570091,13.984841456625212,WiFi,92,1643.927960022234,Not Charging,Social Media,58.78365020449622,21.29298843609103,1
Camera,66.63166881101021,57.3470394735703,32.016983225458226,14.200739303498793,4G,7,1173.1104068552677,Not Charging,Gaming,67.27440880878514,15.770315969037123,0
Facebook,62.18764517979406,22.84267126440025,34.32967375181812,5.987581507093535,4G,42,1978.4000443945813,Not Charging,Gaming,45.19194184358028,6.205893237470489,0
Maps,116.1105097038423,28.030108216931875,29.632696276486524,19.496382920084333,4G,6,3088.033313792337,Charging,Navigation,86.55790796308995,37.728915970537955,0
TikTok,78.4927752152097,22.479195358252905,44.89643202750732,9.982510335278846,4G,21,2203.6259565751025,Not Charging,Browsing,49.535738374368655,13.059248997175835,1
Camera,91.36987924105952,13.262742153306696,35.36599314081391,16.110210019644715,5G,77,2680.046058295554,Not Charging,Music,35.5447598301599,24.533132400717413,1
Maps,99.35328654048412,38.71680771578123,40.74857664613315,19.29216351713389,5G,40,2308.0275695414643,Charging,Music,89.35945961265877,31.945664165061288,1
Instagram,54.96407308737305,59.019474976663815,37.465849171194186,12.406880160091,5G,90,2165.1191831052506,Charging,Music,127.78419744877515,11.365544465092006,1
Facebook,84.83018556785484,32.02273312227408,34.79059972517465,6.092607956324418,WiFi,99,1316.1688670438937,Not Charging,Music,42.14732437319245,8.613951058786487,0
Instagram,112.9911123619325,21.771550676852986,34.531688375553614,1.0,WiFi,92,1955.9889997859648,Not Charging,Social Media,42.58491363220711,1.8831852060322083,0
Facebook,125.48057958249302,37.80289553348103,31.373781616811076,11.80792095349031,WiFi,77,1879.127139664345,Not Charging,Video Streaming,71.03644695486025,24.694412748470462,0
TikTok,80.99840993036726,43.83677268158984,32.747684245581375,13.250722238662773,5G,6,3088.731166149327,Not Charging,Gaming,135.40000600502995,17.88812386267735,0
Camera,74.05141131632314,32.65455293845142,29.960988342007475,9.096124331571906,4G,89,2309.932393181964,Charging,Browsing,75.42980961740422,11.226347404360768,0
Chrome,86.72560170343833,56.053029979312655,29.415670140335276,12.678427267284585,5G,38,2966.5214726952336,Charging,Browsing,166.28251704326064,18.325737223475585,0
Instagram,86.09092617568803,22.81457158568717,45.43187708775676,14.151724190855289,WiFi,31,2876.467856491377,Charging,Video Streaming,65.62538182585065,20.305584042893685,1
Instagram,114.66895165327884,30.69545545231456,36.39456182540972,16.969638953973174,WiFi,41,1692.451575797133,Not Charging,Video Streaming,51.95057195008048,32.43151181311245,1
Spotify,55.09020777082332,39.43981857264443,42.3285862085203,10.857173044368952,4G,75,2200.695738261817,Charging,Video Streaming,86.79504065063784,9.968731980301133,1
Facebook,73.00317284584946,40.89445628926741,31.02968871481989,11.773291632699683,5G,26,3210.927158309629,Not Charging,Social Media,131.30912032351475,14.324794067109469,0
WhatsApp,52.07146682808724,35.70842138447241,28.74198203767628,11.106998352832228,4G,72,2537.9075361241794,Charging,Video Streaming,90.62467173475032,9.63929493815205,0
Camera,54.697627855060574,15.823701164642776,30.111108945205743,12.167973166634248,5G,18,2501.6313778970225,Not Charging,Social Media,39.585067347936025,11.09265446698205,0
Facebook,89.4143503784781,70.07017106309495,32.88964057455152,9.43407809538068,WiFi,27,2748.148648965618,Not Charging,Navigation,192.56324593983413,14.059032738638226,0
Spotify,100.24644604092566,31.4604512743085,35.1824996591308,9.41017307752758,4G,48,2488.2286708127226,Charging,Navigation,78.28079685744106,15.722273460868998,1
YouTube,63.765207656406375,36.654012778769854,34.24531691578004,9.724885803638491,4G,93,2527.8130775269965,Charging,Browsing,92.65449284601607,10.335156045064112,0
Facebook,99.30236972438225,44.25141639759471,31.13404515756686,12.781331208097484,5G,69,2381.266282704933,Not Charging,Navigation,105.37440582952848,21.153607953271358,0
Chrome,107.7894664282992,25.45241956025706,35.43857504658882,7.763429860744316,5G,83,1996.1457382970368,Charging,Social Media,50.80673883455527,13.94693270571925,1
Camera,128.36764996083474,35.85389631306164,35.87693062269973,9.74503033436795,5G,82,1565.1454454678706,Not Charging,Social Media,56.1165625166657,20.849110713664356,1
Spotify,81.74367122102622,24.842146435200583,38.51138213775789,21.04294983560704,WiFi,65,1085.829233635899,Not Charging,Gaming,26.974328825604633,28.668799548040163,1
YouTube,64.00588681389668,41.23326112211346,42.35216151506269,16.481996702521915,5G,89,2002.3749421064704,Charging,Video Streaming,82.56444885225291,17.582413590143933,1
PUBG,54.93820170985264,30.85966027166646,33.180531052455386,7.214594613666917,WiFi,59,2461.9626271440934,Charging,Music,75.97533027520618,6.605947569007491,0
Spotify,52.45517005200266,39.03077790957003,41.07740296817316,16.32336465296784,5G,75,2343.142655373365,Not Charging,Music,91.454680592318,14.270747811537957,1
PUBG,111.24451753509015,19.301939802715975,35.32968796713993,15.136960370418423,5G,89,2581.546850602605,Not Charging,Video Streaming,49.82886190822249,28.06506422258295,1
Camera,42.12261642610874,22.56625348990692,27.36340506291109,11.480402442605806,WiFi,54,2124.373799281166,Not Charging,Music,47.939157661895436,8.059743141787438,0
Instagram,110.44371214128,14.522889847147972,43.916354051979184,8.460135264967988,5G,16,3833.200056075076,Not Charging,Music,55.669142176459765,15.572812398006935,1
Spotify,58.28897426869628,24.342048810106885,46.36268220949845,7.892429437573812,WiFi,83,3416.3543263413485,Not Charging,Music,83.16106376442093,7.667360273404016,1
TikTok,62.86984505351486,1.0,38.09548239025776,13.11920086391618,WiFi,19,1289.442875603732,Not Charging,Browsing,1.2894428756037322,13.746702092339142,1
PUBG,76.21111362475051,30.3934969146826,35.448924822095655,7.768831689017462,5G,21,2593.9052804591847,Charging,Social Media,78.83785213861515,9.867855243054537,1
Chrome,62.40863626083721,26.986395920556102,33.642974699177515,17.486106648359126,5G,38,2781.2652552858817,Charging,Social Media,75.05632533923135,18.188067823927536,0
TikTok,103.29949387398938,37.26366445437604,32.68026015257796,18.904032942275045,4G,39,926.4890796483212,Charging,Social Media,34.52437818465872,32.54628391857057,0
Maps,125.3335987995694,35.66911586651434,41.05350626573758,11.78597751215954,5G,43,2300.130514543071,Not Charging,Video Streaming,82.04362183134204,24.619649616162516,1
Maps,63.56419606117156,53.856196527216056,34.91363380975913,17.693904059610645,4G,82,2510.1490927614773,Not Charging,Navigation,135.1870828523752,18.744979778877507,0
YouTube,69.19405402088432,73.91465277161167,43.36969898622384,9.94225525848626,5G,59,2196.6269838396142,Charging,Browsing,162.36292077925773,11.465749124085324,1
Instagram,75.91697981790254,52.063085197259525,35.174312076645826,8.428241083579403,WiFi,63,2431.5842649771107,Charging,Browsing,126.595778751819,10.664110137375243,1
Camera,93.52641908731594,28.20338615937368,32.93826653288296,17.5013759007262,WiFi,9,2247.4380805221485,Charging,Music,63.38536405424772,27.280683618266167,0
Spotify,76.16289302610359,27.59913875435165,31.993497677441336,19.899334778027537,4G,34,2621.547675688405,Not Charging,Gaming,72.35245805247234,25.259848433158904,0
WhatsApp,114.68143527631489,48.02994563533573,31.281419573527508,21.81578993496108,5G,8,3129.0053971651278,Not Charging,Social Media,150.28595911851315,41.69776835713202,0
Chrome,108.6655979140482,9.749829581407514,37.57072913203023,13.66327535738554,4G,19,2662.349022428275,Not Charging,Browsing,25.957449254902574,24.745466436243007,1
PUBG,50.3634411601225,30.271956107547812,28.52753322570994,16.310551975948123,5G,39,2905.1874580543904,Charging,Browsing,87.9457072144209,13.69092541216305,0
Camera,93.02420413937072,31.42770597434213,30.90831258331873,13.55308614233074,5G,78,1565.548525222971,Charging,Gaming,49.20159873927247,21.012750867044186,0
TikTok,118.00848093273756,43.76197227228217,41.62241312920536,19.016893283492948,WiFi,59,3416.454031093597,Charging,Music,149.51076657824467,37.40257814074971,1
Maps,67.63047635582791,44.20799519211171,30.22725344587761,14.166420667196295,4G,70,2388.9560312273966,Not Charging,Browsing,105.61095674266703,15.968029632992183,0
Chrome,72.64337820516108,23.83159189410456,39.313524609950086,16.025418943310168,WiFi,64,1965.6603649040223,Charging,Browsing,46.84481561880931,19.402342819917223,1
WhatsApp,66.79907505367612,28.78441007442224,24.684940942495924,6.32290772398567,WiFi,28,2449.2283214170143,Charging,Navigation,70.49959236955618,7.039406460199787,0
Spotify,67.32310961191236,41.6765638224906,42.25043521087876,10.844186123161638,WiFi,96,1873.232829050009,Not Charging,Gaming,78.06990755428733,12.167738850359832,1
YouTube,38.2887112022238,23.01619016121853,28.648840804862267,16.06818074321118,4G,26,2282.843599535675,Not Charging,Music,52.542362395233695,10.253832200365776,0
WhatsApp,46.79212621337373,53.09177652161425,30.618031282626205,15.61986372034684,5G,48,2380.6741060290565,Charging,Music,126.39421760808845,12.181443910636112,0
Chrome,81.93684296843075,44.137628501603615,38.40171288993162,16.49451604934555,5G,36,1788.2595991573692,Not Charging,Social Media,78.92953785203456,22.525142856258118,1
WhatsApp,117.83994936631946,37.57264322292265,36.35204067104024,12.603273235954433,4G,99,2293.470269593925,Charging,Navigation,86.17174018183276,24.752817999579324,1
Chrome,64.66597968704292,40.86410897421379,39.47493718047404,8.739889984323602,5G,87,1779.430504398112,Not Charging,Music,72.71484204376466,9.419559136554332,1
Chrome,63.93106742628605,27.996640745888,28.60868685371212,11.70526733240523,4G,55,1775.5669857624478,Not Charging,Navigation,49.70991102065049,12.472170584511703,0
Facebook,122.53802676051836,25.60562866718572,33.565972953332306,12.235171820042517,4G,89,1593.431882787813,Not Charging,Social Media,40.80082509711934,24.987896865065167,0
PUBG,52.29356345460033,28.629166757919187,31.914608953947813,13.208704042662877,5G,7,1975.7765435478275,Not Charging,Gaming,56.564836141615935,11.512170050133784,0
Maps,38.46892093233945,42.49950038389774,29.44905600923788,7.160672865574565,WiFi,74,1869.5843988998192,Not Charging,Browsing,79.4564028787721,4.591055971468942,0
Facebook,59.287114096562505,38.0152247106298,37.97948729260183,10.67066707156351,4G,36,2484.3267436833944,Not Charging,Browsing,94.44223941575144,10.54388426930364,1
Spotify,63.43038803014085,28.65928310460935,39.71525723303398,11.556661952529357,4G,6,2857.782947254773,Charging,Video Streaming,81.90201053689943,12.217392533035037,1
Facebook,36.313672882623365,46.24372614961483,33.31566897479733,1.0,4G,92,2597.252170105005,Charging,Video Streaming,120.10661809582868,0.6052278813770561,0
Instagram,76.79895734313472,32.390803664957694,42.61355649648085,16.16252390686884,4G,63,2783.498814543031,Charging,Video Streaming,90.15976360350581,20.687749734683585,1
Instagram,103.7111587465384,24.60033881616248,31.071498895608286,12.820079783203056,5G,95,2732.9008785492806,Not Charging,Browsing,67.23028756330042,22.15975549231766,0
Maps,47.85113065712935,38.815122639477806,42.49233662068521,13.326594352241097,5G,77,1643.9824849535642,Not Charging,Navigation,63.81138177062607,10.628210126060848,1
WhatsApp,82.18945547383973,19.804557325657434,37.81119529879133,9.422518444858596,4G,81,1999.560446173025,Charging,Video Streaming,39.60040948235083,12.907194336252319,1
PUBG,89.89839189066933,9.69164375096448,28.882164072624946,14.931251877651263,WiFi,18,3267.64509953112,Charging,Gaming,31.66885220924049,22.37159221192309,0
Maps,77.91539311814267,34.923431366521044,44.90762133541335,7.840370880332812,5G,55,1873.2167535575584,Charging,Music,65.41915672748476,10.18142632221949,1
Chrome,84.64231474352648,25.138793094336748,32.77761233404486,8.625928778844315,WiFi,15,3312.3289698032663,Not Charging,Navigation,83.26795263226191,12.168642977569727,0
TikTok,84.93318156488027,31.187684709952254,41.025588698072255,15.141650228708984,WiFi,82,1949.6756027335375,Charging,Browsing,60.80586798473969,21.433808801114182,1
PUBG,59.6818010770392,20.499006227833256,35.72824560964816,13.785808680720251,4G,84,971.4673425875228,Charging,Gaming,19.914115105838253,13.712698189481104,1
PUBG,117.4645643002967,53.13398209553856,36.87220612225916,5.611998674158532,5G,14,2051.6317006304807,Charging,Browsing,109.0113620479393,10.986849651897913,1
Chrome,111.1939208519054,25.077608841077925,39.50603390246154,19.886854350440174,4G,88,2707.941567763047,Charging,Navigation,67.908699400857,36.85495514393692,1
Chrome,109.7477849310292,28.52000932743785,39.22925592234502,8.207511732134265,4G,84,3198.071034261242,Not Charging,Navigation,91.20901572693944,15.01260387328617,1
YouTube,105.3418935135966,40.66824901374852,33.289267184382695,11.337032226893305,WiFi,62,1313.254813107984,Charging,Navigation,53.40777375797927,19.904407360093458,0
Maps,40.6255132641744,14.350785525159754,37.65832797969298,20.73393693300976,WiFi,38,2696.960187165108,Charging,Social Media,38.70349721590117,14.038780498175726,1
Chrome,103.15155944529916,13.241753401269436,37.28299924349251,1.7010921539495565,WiFi,84,2735.8886950521846,Not Charging,Music,36.22796343320187,2.924505140667661,1
Instagram,96.3900356887377,40.71429253540119,36.06780599844623,3.4686959001518023,4G,82,2980.841434184615,Not Charging,Video Streaming,121.36285015303726,5.572462026816839,1
Spotify,41.586909626405415,28.325785543067457,33.98341733085135,14.209668435442588,4G,57,597.2810295498559,Not Charging,Social Media,16.918454351971754,9.848936617432276,0
TikTok,74.62724112124805,21.477573396587665,36.05782416597124,1.0,4G,32,3194.0977724083787,Not Charging,Music,68.60146934277812,1.2437873520208007,1
Maps,86.9198362331322,44.050597594209805,44.8377037309793,1.782532487574393,4G,22,2464.5412013849577,Not Charging,Browsing,108.56451271655915,2.582290531670067,1
Camera,121.60792745311588,22.821175113380107,33.524863239429216,17.875789131470707,4G,30,2475.188278550569,Charging,Video Streaming,56.4867051433884,36.230627797784784,0
Instagram,98.11809644735646,30.882315506766133,41.03293709902104,9.95563315797955,4G,11,2823.399182983944,Charging,Social Media,87.19310437045588,16.280462906485624,1
WhatsApp,58.385856818042456,21.55804298041231,31.90181788041768,22.98044779648408,4G,49,997.0931877751234,Charging,Social Media,21.495377797532434,22.362218911000312,0
Chrome,122.38471146129908,39.55155779374736,30.59342668838628,6.8261511097321685,4G,49,2808.999266730413,Not Charging,Gaming,111.10029684068188,13.9236088992633,0
Camera,81.09449406784722,54.98114289075161,51.381996725565,10.407591005647596,5G,75,3624.950390112296,Charging,Social Media,199.30391537064995,14.066638784467818,1
Chrome,73.60397157742271,7.08440106001828,37.70012098494622,14.703153630892928,5G,39,1378.8098885700135,Not Charging,Navigation,9.76804223614909,18.036841699112045,1
PUBG,71.8220450852797,36.68986533125968,37.83756730644807,14.357642420876196,5G,56,2161.363730709324,Not Charging,Browsing,79.30014421159412,17.18658735450824,1
Instagram,39.41111904942167,47.84882662829526,37.97613885917101,10.725501922555775,5G,25,2222.4762861221675,Charging,Social Media,106.3428825001571,7.045067218910778,1
PUBG,77.25576240459644,28.6778337904134,42.036498532672944,8.75769994528791,4G,32,2413.8717484281947,Not Charging,Navigation,69.22461279279835,11.276379769731834,1
YouTube,92.43713143264144,18.03436438556172,37.03905007308877,13.156811621706453,4G,48,2455.6237191850346,Charging,Music,44.285612945611206,20.26963208516973,1
PUBG,70.36541681186961,41.31445290691106,39.08110936278596,18.884429430879244,WiFi,84,1797.1048717524975,Not Charging,Music,74.246404592799,22.146845802635927,1
YouTube,90.51131193118896,50.0248025506565,29.707158608717386,15.814043447866474,WiFi,60,2223.970289157025,Charging,Navigation,111.25367459360663,23.855830323386957,0
YouTube,58.39022322714548,48.35783266468203,39.91961768622226,8.837657918449326,5G,14,3246.418903391928,Not Charging,Gaming,156.9897820896874,8.600546977723434,1
Camera,76.4768021430595,40.48864006872241,33.816197209812294,7.041136769603301,WiFi,27,2443.6916275926656,Not Charging,Gaming,98.94175074854988,8.97472705985288,0
Chrome,87.9135081652158,36.46870606412963,38.35871241095936,8.53605506145021,5G,52,2420.949404490161,Not Charging,Music,88.28889222848134,12.50724243905891,1
WhatsApp,84.74152192658552,21.514811669235485,26.42440022652652,5.6312855731709215,4G,56,1771.2713946707809,Charging,Browsing,38.10857047144593,7.9533951645621395,0
PUBG,39.86337275702384,47.97867425515913,38.15089796182557,12.737047411636222,4G,19,3003.4845120028094,Not Charging,Social Media,144.10320503179835,8.462361146565673,1
Instagram,69.02485122821929,47.14935220028761,23.79051822612585,16.068930893671418,WiFi,59,2069.846910034049,Charging,Music,97.5919409618724,18.48592607220344,0
YouTube,121.93657325781516,17.929125220170995,33.62042264781911,11.643300007497984,4G,47,969.9179488115652,Not Charging,Music,17.389780357533954,23.6624017387833,0
Chrome,67.68884814173705,40.46719591769737,26.47224204550197,20.59883396464757,4G,54,2452.1206899307786,Charging,Navigation,99.23044837326805,23.238522402164747,0
TikTok,80.39518860279598,44.79235813279678,38.16518363125263,20.877072875773447,5G,10,2624.159995349793,Not Charging,Gaming,117.54231430946625,27.973603522035376,1
Maps,77.8311062362764,48.2317065811326,35.34634940587937,13.538676344142106,WiFi,37,2020.7172970908143,Charging,Browsing,97.4626437567035,17.562169280658107,1
Camera,119.20599397299128,33.875155713091694,31.14606298479862,15.509688702383418,4G,66,860.7083122833046,Not Charging,Navigation,29.1566281021493,30.814130966321475,0
WhatsApp,112.25920305486676,22.13648638780784,42.17204022517414,7.497710110152761,WiFi,59,1530.277930552262,Not Charging,Music,33.8749765792329,14.028116028369437,1
Facebook,100.18827499547024,27.468257302039323,30.51666752833309,10.195967530804111,4G,43,2130.9263952648694,Not Charging,Video Streaming,58.53283451684258,17.0252733136848,0
Camera,55.66894216568666,19.891252123160577,20.0,18.361351888832747,5G,16,1965.7453839096277,Charging,Social Media,39.10113704128548,17.035950606387527,0
TikTok,88.979576229802,34.234090023275265,37.56817516932576,9.103636913557793,4G,35,2465.002826093505,Not Charging,Music,84.38712865611299,13.500629245305918,1
Maps,94.1985435768783,31.296719051469644,26.16700640293025,19.43689903508226,WiFi,78,2555.0058990144057,Not Charging,Navigation,79.96330179630147,30.515459679259667,0
TikTok,62.53487911009864,67.17554631153061,30.674951784945787,17.562820510374163,WiFi,57,1938.5066632328608,Not Charging,Video Streaming,130.2202441312097,18.304814290810153,0
PUBG,58.237072353807775,48.42015713657197,32.413267135303606,15.758119805231788,5G,38,1360.6107268230082,Charging,Video Streaming,65.88098519447546,15.295112720954247,0
YouTube,122.62535368017576,49.543221003336456,27.88003075151994,6.1365255517018005,4G,45,3071.926043196213,Not Charging,Music,152.19311086397488,12.54156026908115,0
WhatsApp,72.47991719457679,42.07028736241593,32.5313620697089,10.440067579648392,5G,14,2536.3472444969443,Charging,Browsing,106.70485742685827,12.611587227978353,0
Spotify,120.37442047277872,29.49023529997223,27.97359056372555,15.22104419422064,WiFi,56,2602.839715020463,Charging,Gaming,76.7583556440661,30.53707289783105,0
YouTube,104.92734388736336,30.86915061772889,35.81191592566523,7.071259627489849,5G,79,2430.4872012500778,Not Charging,Video Streaming,75.027075489851,12.366141510840938,1
Spotify,90.19691955938303,32.24196050275069,28.856273721239056,11.049613763917009,4G,61,2858.451253633721,Not Charging,Social Media,92.16207241869664,16.610685397104568,0
Maps,91.31328590898713,37.82349909051701,35.15073199391007,15.76065474563819,4G,82,1971.3424550424104,Charging,Navigation,74.56306955539418,23.985952881688245,1
Chrome,44.98951099173081,40.83754715335172,40.81003852135605,9.159138860388522,5G,7,2696.9960348523155,Charging,Navigation,110.13870274568406,6.86775297390397,1
Facebook,85.16936949586041,35.01062941520783,38.911863851460815,7.767727543656759,WiFi,61,2601.100691678494,Not Charging,Navigation,91.06617238799652,11.026207621814578,1
Instagram,115.42551032454064,30.641022839853,34.59144653929211,2.996127706059104,WiFi,37,2581.2511407647094,Charging,Music,79.09217515956807,5.763826157822789,0
YouTube,97.03348757964022,26.088265542680237,30.05631340790091,10.066829011428458,5G,11,1483.2242265877544,Charging,Navigation,38.69474748255785,16.28032546411342,0
WhatsApp,83.85841717661026,14.110268633251197,35.79588557961291,15.865907564050689,4G,8,2283.474042749416,Not Charging,Navigation,32.22043216025039,22.174831589861647,1
TikTok,122.79842989542576,54.25068747569977,31.52140437766457,7.635481623367512,4G,43,2432.2327987780964,Not Charging,Social Media,131.95030143465706,15.627085914081785,0
WhatsApp,75.3739819334799,68.08294352398121,36.005617293507626,12.089360532338532,4G,52,3267.3921008866337,Charging,Gaming,222.453671875367,15.187054039196822,1
